FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,CR_EN_NM,CR_FR_NM,OP_ATH_AVLBL_AMT,OP_ATHRTY_CY_AMT,CP_ATH_AVLBL_AMT,CP_ATHRTY_CY_AMT,TP_ATH_AVLBL_AMT,TP_ATHRTY_CY_AMT,RVN_ATH_AVLBL_AMT,RVN_ATHRTY_CY_AMT,NB_ATH_AVLBL_AMT,NB_ATHRTY_CY_AMT
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Internal Services,Services internes,191308761,179021714,5137558,4799558,0,0,6101197,4281075,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Substances and Waste Management,Gestion des substances et des déchets,85158238,83022312,1700134,1700134,1502190,1502189,2854388,2695023,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Sustainable Ecosystems,Écosystèmes durables,72446524,51350535,3447393,3307393,25581832,25544790,1567649,1411793,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Water Resources,Ressources en eau,116090721,100316150,8272132,7913617,771000,771000,29965592,27216478,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Weather and Environmental Services for Canadians,Services météorologiques et environnementaux pour les Canadiens,164573760,158255899,40754258,21388169,5686854,5672759,5968895,3969059,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Weather and Environmental Services for Targeted Users,Services météorologiques et environnementaux pour les utilisateurs ciblés,49409862,45295383,1594829,136286,98800,98800,32346156,30208621,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,"Heritage Canals, Highways and Townsite Management","Gestion des canaux patrimoniaux, des routes et des lotissements urbains",25150007,46066989,325967847,226333114,12000,12000,0,0,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Heritage Places Conservation,Conservation des lieux patrimoniaux,112523198,119720747,51853102,40963355,2778230,2778230,0,0,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Heritage Places Establishment,Création de lieux patrimoniaux,14553133,6581828,3369658,1273871,13921501,9863797,0,0,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Heritage Places Promotion and Public Support,Promotion des lieux patrimoniaux et soutien du public,39235681,38456357,95002,335625,1951161,1951161,0,0,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Internal Services,Services internes,128750478,132832293,14687516,8547268,0,0,0,0,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Visitor Experience,Expérience du visiteur,273203114,220152838,191321543,179776859,484075,484075,0,0,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Funding for New Commitments of Affordable Housing,Financement de nouveaux engagements visant le logement abordable,284352000,282953018,0,0,0,0,0,0,500000,45000
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Funding Under Long-Term Commitments for Existing Social Housing,Financement de logements sociaux existants en vertu d'engagements à long terme,1689932000,1670346270,0,0,0,0,0,0,-3690000,-43503144
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,"Housing Policy, Research and Information Transfer","Politiques, recherche et diffusion de l'information en matière de logement",18710000,23450422,0,0,0,0,0,0,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Housing Support,Aide au logement,7962000,12150674,0,0,0,0,0,0,-135933000,-133708187
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Market Analysis Information,Information d'analyse de marché,24673000,19468999,0,0,0,0,0,0,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",100,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,Internal Services,Services internes,3202587,3189587,0,0,0,0,0,0,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",100,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,"Occupational health and safety information development, delivery services and tripartite collaboration","Élaboration de l'information sur la santé et la sécurité au travail, prestation de services et collaboration tripartite",8011564,6728530,0,0,0,0,0,0,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Delivery of Services for Other Government of Canada Programs,Prestation de services pour d'autres programmes du gouvernement du Canada,138700081,133440304,0,0,-250,-250,121257515,115997738,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Income Security,Sécurité du revenu,373448234,370932033,0,0,45918119728,45918119728,182853185,180643772,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Internal Services,Services internes,947436515,892479725,0,0,0,0,673120666,631059348,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Labour,Travail,227027152,226765302,0,0,25106239,25106008,128413984,128152134,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Learning,Apprentissage,313242077,307984483,0,0,2181534519,2181534519,0,0,817148156,817148156
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Service Network Supporting Government Departments,Réseau de services à l'appui des ministères du gouvernement,56681863,55566034,0,0,0,0,6738705,6306798,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Skills and Employment,Compétences et emploi,983882767,971718359,0,0,1512716993,1379296127,770726803,763855429,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Social Development,Développement social,33265998,33097223,0,0,8952682749,8928003644,0,0,0,0
2015/2016,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,National Capital Commission,Commission de la capitale nationale,National Capital Commission,Commission de la capitale nationale,40685002,37671853,14474559,14474559,0,0,0,0,0,0
2015/2016,07,Finance,Finances,006,Canada Deposit Insurance Corporation,Société d'assurance-dépôts du Canada,Canada Deposit Insurance Corporation,Société d'assurance-dépôts du Canada,0,0,0,0,0,0,0,0,15000000000,0
2015/2016,07,Finance,Finances,006,Finance,Finances,Economic and Fiscal Policy Framework,Cadre des politiques économiques et budgétaire,72240817,63489372,0,0,35000,27500,0,0,0,0
2015/2016,07,Finance,Finances,006,Finance,Finances,Internal Services,Services internes,46734433,43909869,0,0,0,0,150000,101516,0,0
2015/2016,07,Finance,Finances,006,Finance,Finances,Transfer and Taxation Payment Programs,Programme de paiements de transfert et d'impôt,69980334,1283131,0,0,64105274400,64105274400,0,0,0,0
2015/2016,07,Finance,Finances,006,Finance,Finances,Transfer and Taxation Payment Programs - Non-budgetary,Programme de paiements de transfert et d'impôt - Non budgétaire,0,0,0,0,0,0,0,0,168760887,168760887
2015/2016,07,Finance,Finances,006,Finance,Finances,Treasury and Financial Affairs,Trésorerie et affaires financières,22793429403,22793429403,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,006,Finance,Finances,Treasury and Financial Affairs - Non-budgetary,Trésorerie et affaires financières - Non budgétaire,0,0,0,0,0,0,0,0,54643132231,54643132231
2015/2016,07,Finance,Finances,141,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,16272565,16272565,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Compliance Program,Programme de conformité,22849527,22081112,0,0,0,0,52600,0,0,0
2015/2016,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Financial Intelligence Program,Programme du renseignement financier,25809887,24973253,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,139,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,Internal Services,Services internes,7710147,7898026,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,002,Office of the Auditor General,Bureau du vérificateur général,Legislative Auditing,Audit législatif,84312133,79164739,0,0,0,0,2510000,1481663,0,0
2015/2016,07,Finance,Finances,011,Office of the Superintendent of Financial Institutions,Bureau du surintendant des institutions financières,Actuarial Valuation and Advisory Services,Évaluations actuarielles et services-conseils,6130074,5443559,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,011,Office of the Superintendent of Financial Institutions,Bureau du surintendant des institutions financières,Internal Services,Services internes,53642609,52903910,5101000,5055742,0,0,0,0,0,0
2015/2016,07,Finance,Finances,011,Office of the Superintendent of Financial Institutions,Bureau du surintendant des institutions financières,Regulation and Supervision of Federally Regulated Financial Institutions,Réglementation et surveillance des institutions financières fédérales,145701382,76831313,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,011,Office of the Superintendent of Financial Institutions,Bureau du surintendant des institutions financières,Regulation and Supervision of Federally Regulated Private Pension Plans,Réglementation et surveillance des régimes de retraite privés fédéraux,4105818,3984053,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,006,PPP Canada Inc.,PPP Canada Inc.,PPP Canada Inc.,PPP Canada Inc.,231200000,11800000,0,0,0,0,0,0,0,0
2015/2016,07,Finance,Finances,006,Royal Canadian Mint - Non-budgetary,Monnaie royale canadienne - Non budgétaire,Royal Canadian Mint,Monnaie royale canadienne,0,0,0,0,0,0,0,0,75000000,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Aboriginal Strategies and Governance,Stratégies et gouvernance autochtones,21873277,20362622,0,0,65951064,65715175,0,0,0,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Aquatic Animal Health,Santé des animaux aquatiques,5903397,5668874,95774,95174,0,0,0,0,0,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Biotechnology and Genomics,Biotechnologie et génomique,3778332,3778332,0,0,0,0,0,0,0,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Canadian Coast Guard College,Collège de la Garde côtière canadienne,17071468,15461878,240702,240702,0,0,1700000,90410,0,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Climate Change Adaptation Program,Programme d'adaptation au changement climatique,2255855,2208729,0,0,0,0,0,0,0,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Compliance and Enforcement,Conformité et application de la loi,100548298,97423551,3222759,2113185,14250,12960,0,0,0,0
